,Datetime,Tweet Id,Text,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes
1091,2021-05-27 16:44:00+00:00,1397956764994195461,"The mRNA vaccines do not change your DNA. mRNA does not enter a cell’s nucleus, which is where DNA is kept. https://t.co/W7PxL88Kux",1422,172,243,33
1638,2021-03-20 04:22:45+00:00,1373127850379898881,"Remember the founders of BioNTech, who won the race to develop the world's first Covid vaccine?

They now say their mRNA technology can be used to defeat something else — cancer.

They expect to be able to offer a cancer vaccine within a couple of years. 

👏👏 https://t.co/orWMS5qj3X",959,172,20,26
1100,2021-05-26 12:52:50+00:00,1397536202140622852,"If the ""vaccine"" is mRNA technology why would you need a booster jab?",895,172,137,16
1006,2021-06-08 14:18:51+00:00,1402268891846524931,"Just published @CellCellPress 
""The ratio of binding to neutralizing antibodies after [mRNA] vaccination was greater than that after natural infection""
+ features of vaccine response vs NTD and other coronaviruses
https://t.co/cDrEVaodDH by @FatimaAmanat @florian_krammer  et al https://t.co/knAkEULEdM",406,172,14,29
276,2021-08-07 12:39:42+00:00,1423987213491048460,"This article is a nice summary of what’s known about mixing adenovirus-vector vaccines (e.g., AstraZeneca, J&amp;J) with mRNA vaccines (e.g., Pfizer-BNT, Moderna).

Mixing may result in a better antibody and T-cell response than using the same vaccine twice.
https://t.co/QOYamXl6f2 https://t.co/o8b0jUjAnX",373,172,14,17
256,2021-08-10 13:17:58+00:00,1425084006278836227,"Q: What if the mRNA technology turns you into a zombie in a few years time?
Vaxxer: It won't
Q: Why not?
V: I've been getting vaccines all my life
Q: mRNA technology?
V: What?
Q: Were those vaccines based on mRNA technology?
V: I'm getting vaccinated so life can go back to normal",363,172,42,13
393,2021-07-27 16:51:53+00:00,1420064411876839437,Almost 70% of our population is now fully vaccinated and today the vaccination programme has been extended to 12-15 year olds who will also be able to register for an mRNA #vaccine.,2338,171,243,43
233,2021-08-11 17:29:36+00:00,1425509718701740038,"I’m volunteering to be a placebo in the worldwide vaccine trial on the mRNA vaccines. Half the world is getting them. I’m going to opt out.

I know I’m a hero. I’m doing it for science.",1437,171,61,10
272,2021-08-07 22:49:09+00:00,1424140585586278401,"This is the message I wish they’d broadcasted from the beginning. The person I most want to watch this is someone afraid of the vaccine, &amp; if you’re still too afraid after, ok. 
But know, this mRNA vaccine was *20 years* in the making, and ready just in time. We’re so lucky! 🙏🏼 https://t.co/jtNYj61WIK",614,171,13,4
266,2021-08-09 00:03:20+00:00,1424521642454093827,"And, thanks, Obama for funding mRNA research* starting in 2013 and 2016 so the vaccines could come quickly.

(boo TFG for failing to renew that funding in 2018)

* little known fact https://t.co/rwRLvT8iqK",521,171,19,5
995,2021-06-10 18:09:26+00:00,1403051697191096322,"Moderna has mRNA vaccines in trial for:

- HIV
- Herpes
- The Flu
- RSV 

So much death and suffering 
would be eliminated if these work, and the LGBT community could finally move past a 40 yr old moral and social stigma.

https://t.co/aZONOk6xuK",480,171,14,11
10,2021-08-29 22:24:50+00:00,1432106997059506179,Older Australians at back of queue for mRNA vaccines despite Atagi advice to give them choice ⁦@Paul_Karp⁩ #auspol  https://t.co/cp768qP1iD,424,171,130,35
606,2021-07-07 20:22:19+00:00,1412869608382603270,LinkedIn Deletes Account of mRNA Vaccines Inventor for Warning About the Risks of COVID-19 Shots https://t.co/wUyuJS29z4,195,171,15,9
1013,2021-06-07 15:31:50+00:00,1401924870510886912,Getting Covid vaccine dose #2 AND having a choice between different vaccine platforms (AZ vs mRNA) is the definition of a #FirstWorldProblem Let's remember this is still a global pandemic. 🌍🙏,1592,170,37,8
2377,2020-11-22 19:04:02+00:00,1330587862631395335,"3. No nefarious or sinister plan to inject people with a labeling code. The mRNA vaccine is not integrated into recipients genome.
4. No fetal tissue is used for the mRNA vaccine.
5. And No!...researchers such as myself are not part of any conspiracies.",475,170,27,10
301,2021-08-05 05:36:50+00:00,1423156020470296579,6) still the best mRNA vaccine lay explainer on the internet. HT @ScientistSwanda https://t.co/lwrDDPY3Ap,474,170,11,7
1576,2021-03-31 13:49:26+00:00,1377256725250670596,"A pandemic success story has laid the foundation for the next chapter of mRNA vaccines that are tolerogenic for autoimmune diseases like multiple sclerosis, T1 diabetes, and many more conditions
https://t.co/t0Sk3X20fx  @NatureBiotech by  @CM_Wardell and @mklevings",453,170,15,21
2137,2020-12-23 22:26:55+00:00,1341872943836573698,"Dec 23 (Reuters) - Moderna Inc said on Wednesday it expects that the immunity induced by its COVID-19 vaccine would be protective against the coronavirus variants reported in the UK, based on data to date.

$MRNA",819,169,28,24
954,2021-06-14 11:56:18+00:00,1404407345057353731,"We also have lower VE for delta, so single dose VE ~ 30%; 2 dose mRNA ~ 88%.

If we redo the math, we now need 90% uptake with (completed) mRNA vaccine for herd immunity.  Per @VoiceOfFranky Canadians are enthusiastic about vaccination; &gt; 80% of us are vaccinated or plan to be.",607,169,49,34
607,2021-07-07 17:41:35+00:00,1412829161245364224,New pre-print - Vaccine efficacy and Lambda variant: Results suggest that mRNA vaccines in current use will remain protective against the lambda variant and that monoclonal antibody therapy will also remain effective. (Disclosure: I serve on BoD of Pfizer) https://t.co/KmV0vdaraB https://t.co/dsb9R1jvxL,566,169,48,43
1338,2021-04-23 22:50:42+00:00,1385727860019666944,"Setting up mRNA vaccine manufacture here is a great way to go, but we need 'warp speed' to do that in  12-24 months. 3 doses, then 1 each year: why Pfizer, not AstraZeneca, is the best bet for the long haul https://t.co/jDrZmXhJuu via @ConversationEDU",403,169,18,11
1419,2021-04-16 09:00:13+00:00,1382982147309510657,"Still, the risk of cerebral vein thrombosis from COVID itself appears to be 8 times and for portal vein thrombosis 10 times higher than for mRNA vaccines. Regulators should study this data to make more informed conclusions.

👇
https://t.co/Yl13icnS9H",391,169,14,13
1679,2021-03-12 16:39:58+00:00,1370414275328573441,"The vaccines and the variants: new @CellCellPress today, assessment of mRNA vaccines vs multiple strains and mutations
https://t.co/AGrXRJAu0m
B.1.1.7 (UK) not an issue; 2 doses &gt;1; B.1.351 (S Africa) the major concern but many non-RBD nAbs can kick in @wilfredo_nk @MGHPathology https://t.co/ZeTims06U1",368,169,11,18
1352,2021-04-22 11:00:00+00:00,1385186619729137673,"Preliminary data from @CDCgov “v-safe after vaccination health checker” surveillance system, the v-safe pregnancy registry, and the Vaccine Adverse Event Reporting System did not show any obvious safety signals among pregnant persons who received mRNA #COVID19 vaccines.",327,169,13,27
840,2021-06-22 17:19:53+00:00,1407387882759852035,"I am ok with the rationale for mixing mRNA vaccines in Canada. The science purist in me is not thrilled at the lack of data on this so far, but the immunologist knows that an immune cell doesn't read brand names.",1584,168,43,22
549,2021-07-12 14:47:19+00:00,1414597242519007237,@joncoopertweets The mRNA vaccine does not and cannot enter the human cell’s nucleus where DNA is stored and cannot interact with or alter human DNA.  It prompts a few cells near the injection site to produce a spike protein and then breaks down and is expelled in a day or so.  1/2,1447,168,14,5
487,2021-07-19 07:27:08+00:00,1417023182326812672,I think we are wildly undercounting breakthrough cases. One of my daughters just tested positive for COVID--a vaccinated teenager. We have two different mRNA vaccines from three different batches represented.,841,168,52,27
2236,2020-12-12 14:38:11+00:00,1337768718642757636,"It took successful vaccines to make mRNA a household word
@nature @acervantesc @joshulick @WSJGraphics https://t.co/g1Jsv7z7AH",584,168,18,22
2136,2020-12-24 00:12:42+00:00,1341899565335719937,"mRNA is used by all cell to make proteins. It doesn't alter your DNA. Your cells use mRNA from the vaccine to make the spike protein from COVID. Your immune system responds to it, creates antibodies to neutralize it if ever sees it again. You cannot get COVID from the vaccine. https://t.co/q9le3RKxE5",308,168,22,20
433,2021-07-24 08:47:43+00:00,1418855400640851974,Reminder - only 50-60% of FDA and NIH employees got vaccinated. The FDA and NIH directors can't even persuade their own employees to take the experimental mRNA vaccines. https://t.co/9if6bS8LMa,252,168,5,10
1030,2021-06-05 03:10:32+00:00,1401013543361650688,"เต็มเหนี่ยวไปเลยพี่...🎶📢🏆

คนสิงคโปร์เรียกร้องรัฐบาลให้สั่ง #Sinovac เป็นวัคซีนทางเลือก แม้ต้องจ่ายเงินเองก็ยอม เพราะบางกลุ่มไม่อยากฉีด Pfizer , Moderna ซึ่งเป็นเทคโนโลยี mRNA vaccines เพราะไม่เหมาะกับคนที่มีประวัติแพ้อย่างรุนแรงหรือมีโรคทางภูมิคุ้มกัน
https://t.co/HiJJ8NWLb8",144,168,2,5
1601,2021-03-29 02:51:09+00:00,1376366286528262144,"As Dr. Birx said, “you don’t always get a home run in science. The mRNA vaccine is a home run.” Our Covid-19 vaccines are a marvel of science and technology. Whenever it is possible to get a shot, get vaccinated against Covid-19. #COVIDWAR",1098,167,79,12
2379,2020-11-22 16:06:08+00:00,1330543091745509377,'Redemption': How one scientist's unwavering belief in mRNA gave the world a Covid-19 vaccine https://t.co/70kSlmaFBj,633,167,12,25
2147,2020-12-22 20:44:59+00:00,1341484902630498304,a big thank you to @meiselasb for including me in #MeidasScience to explain the differences between traditional vaccines vs. mRNA vaccines!🙌 https://t.co/3SnU5awYaK,591,167,13,2
863,2021-06-21 03:27:50+00:00,1406816099845484546,"Pfizer mRNA vaccine clinical protocol - lots of interesting details.
https://t.co/Sffk76sfuq",474,167,34,15
325,2021-08-02 18:05:14+00:00,1422257198202302470,Combining AstraZeneca and mRNA COVID-19 vaccines is effective -Danish study https://t.co/31p3lW0StB https://t.co/hRn32QcehO,339,167,12,24
730,2021-06-29 06:05:02+00:00,1409754766381522945,"DO I NEED AN mRNA VACCINE BOOSTER AFTER A J&amp;J SHOT? The answer to this is that no one knows, actually. Humility in COVID means we change our recommendations with changing data. And I also think there is no harm. But I don't see how the data indicates this yet.",811,166,68,37
1438,2021-04-14 15:44:49+00:00,1382359193731145734,"Preclinical data shows Moderna’s variant-specific booster vaccine candidates (mRNA-1273.351 and mRNA-1273.211) increase neutralizing titers against SARS-CoV-2 variants of concern. The data is absolutely stunning! Preprint can be found here:
https://t.co/qi1N5Lip9w https://t.co/u91fWyQYbI",701,166,28,37
2338,2020-11-30 14:20:02+00:00,1333415496243417093,"I want to know the government's plan for compensating those who potentially get injured from an experimental mRNA coronavirus vaccine that hasn't been properly tested over at least a 2 year period.

@erinotoole @JustinTrudeau @theJagmeetSingh",625,166,113,47
972,2021-06-12 23:45:22+00:00,1403861011623342081,#nsiders Priority for the Govt is to get mRNA vaccines rolled out ASAP &amp; to look at the oral anti-CoV drugs that are currently in trial to see if they should be preordered. Should be able to open up safely when we have 70-80% of the population vaccinated &amp; we have treatments.,559,166,27,13
194,2021-08-15 02:55:02+00:00,1426739178767888384,"Moderna's HIV vaccine to start human trials early as Wednesday, uses mRNA like COVID shot - Newsweek https://t.co/LsneTxVHCd",541,166,12,33
1105,2021-05-25 16:13:15+00:00,1397224253209071619,"This spokesman for Gates funded Blair Institute for Global Change moonshot vaccine program determined to jab children with novel mRNA treatments, for which they have zero need but risk serious adverse events, at least 12 months ago. 
Money talks. Nadhim “no plans” Zahawi all ears https://t.co/8cZwM9jxj1",405,166,57,12
1701,2021-03-10 22:15:00+00:00,1369773810833006594,"In 43 seropositive persons who received a first mRNA vaccine dose, high levels of neutralizing SARS-CoV-2 antispike antibodies were produced — in many cases even higher than levels after a second dose in 67 initially seronegative persons. #Covid19vaccine #IDTwitter",380,166,12,35
667,2021-07-03 22:10:00+00:00,1411447159300501504,"Dr. Robert Malone, who identifies as a pioneer of mRNA #Vaccines, said #LinkedIn recently deleted his account after he made comments about mRNA #COVID19 vaccines and questioned whether they’re appropriate to give to certain groups of people. https://t.co/HJw9v1erY3",256,166,15,17
2279,2020-12-07 21:52:40+00:00,1336066119845765127,"Today @erinotoole said he disagrees with a petition sponsored by MP @DerekSloanCPC which questions the safety of rushed mRNA vaccines with unknown potential longterm side effects.

Please read and decide for yourself.

Retweet for awareness.

Link to sign:
https://t.co/6RpETl7gFX https://t.co/6YLeDKlfzc",247,166,78,62
